OrderNumber,Amount,Products
HKLZM58126,1,青金桔鲜果茶
HKLZM58126,2,快乐儿童餐B
HKLZM58126,3,海苔岩烧大鸡腿饭
HKLZM58126,4,圣代（草莓）
HKLZM58103,1,小龙虾双人套餐
HKLZM58103,2,桃之恋乌龙茶
HKLZM58103,3,香辣鸡腿堡
HKLZM58103,4,新春特餐
HKLZM58091,1,快乐儿童餐A
HKLZM58091,2,快乐儿童餐B
HKLZM58089,1,桃之恋乌龙茶
HKLZM58089,2,小龙虾双人套餐
HKLZM58089,3,九龙金玉珍珠奶茶
HKLZM58122,1,热辣香骨鸡
HKLZM58122,2,海苔岩烧大鸡腿饭
HKLZM58122,3,快乐儿童餐B
HKLZM58122,4,新春特餐
HKLZM58128,1,热辣香骨鸡
HKLZM58128,2,拿铁咖啡
HKLZM58128,3,超值全家桶
HKLZM58128,4,新奥尔良烤鸡腿堡
HKLZM58080,1,九龙金玉乌龙奶茶
HKLZM58080,2,香辣鸡腿堡
HKLZM58098,1,芙蓉荟蔬汤
HKLZM58098,2,香辣鸡腿堡
HKLZM58104,1,快乐儿童餐B
HKLZM58104,2,新春特餐
HKLZM58104,3,劲脆鸡腿堡
HKLZM58123,1,热辣香骨鸡
HKLZM58090,1,小龙虾双人套餐
HKLZM58090,2,桃之恋乌龙茶
HKLZM58090,3,新春特餐
HKLZM58076,1,双层鸡排堡单人套餐
HKLZM58076,2,小食拼盘
HKLZM58121,1,热辣香骨鸡
HKLZM58121,2,超值全家桶
HKLZM58125,1,劲脆鸡腿堡
HKLZM58125,2,热辣香骨鸡
HKLZM58119,1,上校鸡块
HKLZM58119,2,新春特餐
HKLZM58109,1,百事可乐
HKLZM58109,2,拿铁咖啡
HKLZM58109,3,吮指原味鸡
HKLZM58109,4,圣代（草莓）
HKLZM58106,1,拿铁咖啡
HKLZM58106,2,劲脆鸡腿堡
HKLZM58127,1,青金桔鲜果茶
HKLZM58127,2,吮指原味鸡
HKLZM58127,3,拿铁咖啡
HKLZM58127,4,新春特餐
HKLZM58129,1,劲爆鸡米花(大/小)
HKLZM58129,2,海苔岩烧大鸡腿饭
HKLZM58129,3,快乐儿童餐B
HKLZM58087,1,榛果风味拿铁(热)
HKLZM58118,1,圣代（巧克力）
HKLZM58118,2,海苔岩烧大鸡腿饭
HKLZM58118,3,快乐儿童餐B
HKLZM58118,4,新春特餐
HKLZM58079,1,百事可乐
HKLZM58079,2,海苔岩烧大鸡腿饭
HKLZM58079,3,快乐儿童餐B
HKLZM58079,4,小食拼盘
HKLZM58120,1,上校鸡块
HKLZM58120,2,新春特餐
HKLZM58120,3,恋桃乌龙茶
HKLZM58124,1,热辣香骨鸡
HKLZM58124,2,超值全家桶
HKLZM58124,3,拿铁咖啡
HKLZM58124,4,九龙金玉珍珠奶茶
HKLZM58093,1,快乐儿童餐B
HKLZM58093,2,新春特餐
HKLZM58088,1,珍宝糯米翅
HKLZM58088,2,九龙金玉珍珠奶茶
HKLZM58088,3,香甜粟米棒
HKLZM58114,1,热辣香骨鸡
HKLZM58114,2,拿铁咖啡
HKLZM58114,3,超值全家桶
HKLZM58075,1,双层鸡排堡单人套餐
HKLZM58075,2,葡式蛋挞
HKLZM58085,1,超值全家桶
HKLZM58092,1,香辣鸡翅
HKLZM58115,1,劲爆鸡米花(大/小)
HKLZM58146,1,翅桶(10翅1桶)
HKLZM58146,2,双层鸡排堡单人套餐
HKLZM58146,3,海苔岩烧大鸡腿饭
HKLZM58143,1,九龙金玉珍珠奶茶
HKLZM58161,1,恋桃乌龙茶
HKLZM58144,1,拿铁咖啡
HKLZM58144,2,劲脆鸡腿堡
HKLZM58168,1,愤怒的汉堡套餐
HKLZM58168,2,小龙虾双人套餐
HKLZM58142,1,恋桃乌龙茶
HKLZM58171,1,小龙虾双人套餐
HKLZM58171,2,愤怒的汉堡套餐
HKLZM58171,3,快乐儿童餐A
HKLZM58171,4,快乐儿童餐B
HKLZM58171,5,劲脆鸡腿堡
HKLZM58132,1,珍宝糯米翅
HKLZM58132,2,小龙虾双人套餐
HKLZM58132,3,新春特餐
HKLZM58172,1,劲脆鸡腿堡
HKLZM58152,1,快乐儿童餐B
HKLZM58152,2,快乐儿童餐A
HKLZM58152,3,新春特餐
HKLZM58170,1,愤怒的汉堡套餐
HKLZM58170,2,香辣鸡腿堡
HKLZM58170,3,新春特餐
HKLZM58170,4,新奥尔良烤鸡腿堡
HKLZM58183,1,嫩牛五方
HKLZM58183,2,愤怒的汉堡套餐
HKLZM58183,3,小龙虾双人套餐
HKLZM58141,1,嫩牛五方
HKLZM58141,2,愤怒的汉堡套餐
HKLZM58141,3,小龙虾双人套餐
HKLZM58141,4,劲脆鸡腿堡
HKLZM58141,5,新春特餐
HKLZM58177,1,嫩牛五方
HKLZM58179,1,嫩牛五方
HKLZM58179,2,香辣鸡腿堡
HKLZM58179,3,新春特餐
HKLZM58179,4,新奥尔良烤鸡腿堡
HKLZM58179,5,劲脆鸡腿堡
HKLZM58151,1,快乐儿童餐A
HKLZM58151,2,快乐儿童餐B
HKLZM58167,1,双层鸡排堡单人套餐
HKLZM58167,2,新春特餐
HKLZM58166,1,双层鸡排堡单人套餐
HKLZM58166,2,翅桶(10翅1桶)
HKLZM58173,1,愤怒的汉堡套餐
HKLZM58173,2,小龙虾双人套餐
HKLZM58173,3,新春特餐
HKLZM58131,1,嫩牛五方
HKLZM58131,2,小食拼盘
HKLZM58169,1,愤怒的汉堡套餐
HKLZM58169,2,小龙虾双人套餐
HKLZM58169,3,九龙金玉珍珠奶茶
HKLZM58137,1,新奥尔良烤鸡腿堡
HKLZM58176,1,深海鳕鱼堡
HKLZM58176,2,小龙虾双人套餐
HKLZM58176,3,桃之恋乌龙茶
HKLZM58176,4,香辣鸡腿堡
HKLZM58176,5,九龙金玉珍珠奶茶
HKLZM58178,1,嫩牛五方
HKLZM58178,2,香辣鸡腿堡
HKLZM58178,3,快乐儿童餐A
HKLZM58178,4,快乐儿童餐B
HKLZM58133,1,拿铁咖啡
HKLZM58133,2,吮指原味鸡
HKLZM58133,3,新春特餐
HKLZM58133,4,葡式蛋挞
HKLZM58130,1,嫩牛五方
HKLZM58130,2,新春特餐
HKLZM58130,3,新奥尔良烤鸡腿堡
HKLZM58190,1,劲脆鸡腿堡
HKLZM58190,2,劲爆鸡米花(大/小)
HKLZM58157,1,小龙虾双人套餐
HKLZM58189,1,热辣香骨鸡
HKLZM58189,2,超值全家桶
HKLZM58189,3,拿铁咖啡
HKLZM58189,4,新春特餐
HKLZM58138,1,拿铁咖啡
HKLZM58138,2,榛果风味拿铁(热)
HKLZM58138,3,九龙金玉珍珠奶茶
HKLZM58138,4,土豆泥
HKLZM58155,1,快乐儿童餐B
HKLZM58155,2,新奥尔良烤鸡腿堡
HKLZM58181,1,深海鳕鱼堡
HKLZM58164,1,桃之恋乌龙茶
HKLZM58164,2,芙蓉荟蔬汤
HKLZM58159,1,吮指原味鸡
HKLZM58160,1,吮指原味鸡
HKLZM58160,2,拿铁咖啡
HKLZM58160,3,土豆泥
HKLZM58136,1,超值全家桶
HKLZM58147,1,桃之恋乌龙茶
HKLZM58147,2,小龙虾双人套餐
HKLZM58147,3,九龙金玉珍珠奶茶
HKLZM58147,4,香甜粟米棒
HKLZM58158,1,香辣鸡腿堡
HKLZM58158,2,劲脆鸡腿堡
HKLZM58174,1,九龙金玉乌龙奶茶
HKLZM58174,2,恋桃乌龙茶
HKLZM58175,1,九龙金玉乌龙奶茶
HKLZM58175,2,珍宝糯米翅
HKLZM58175,3,小龙虾双人套餐
HKLZM58175,4,新春特餐
HKLZM58184,1,圣代（巧克力）
HKLZM58184,2,快乐儿童餐B
HKLZM58184,3,海苔岩烧大鸡腿饭
HKLZM58184,4,新春特餐
HKLZM58162,1,拿铁咖啡
HKLZM58162,2,吮指原味鸡
HKLZM58162,3,九龙金玉珍珠奶茶
HKLZM58154,1,香辣鸡翅
HKLZM58154,2,新奥尔良烤鸡腿堡
HKLZM58154,3,劲脆鸡腿堡
HKLZM58148,1,桃之恋乌龙茶
HKLZM58148,2,九龙金玉珍珠奶茶
HKLZM58187,1,青金桔鲜果茶
HKLZM58187,2,新春特餐
HKLZM58180,1,圣代（巧克力）
HKLZM58180,2,翅桶(10翅1桶)
HKLZM58180,3,双层鸡排堡单人套餐
HKLZM58153,1,快乐儿童餐A
HKLZM58153,2,快乐儿童餐B
HKLZM58153,3,香甜粟米棒
HKLZM58145,1,珍宝糯米翅
HKLZM58145,2,葡式蛋挞
HKLZM58139,1,百事可乐
HKLZM58139,2,吮指原味鸡
HKLZM58140,1,百事可乐
HKLZM58140,2,吮指原味鸡
HKLZM58140,3,拿铁咖啡
HKLZM58140,4,恋桃乌龙茶
HKLZM58186,1,热辣香骨鸡
HKLZM58186,2,海苔岩烧大鸡腿饭
HKLZM58186,3,快乐儿童餐B
HKLZM58186,4,新春特餐
HKLZM58150,1,桃之恋乌龙茶
HKLZM58150,2,小龙虾双人套餐
HKLZM58150,3,新春特餐
HKLZM58150,4,葡式蛋挞
HKLZM58149,1,桃之恋乌龙茶
HKLZM58149,2,九龙金玉珍珠奶茶
HKLZM58163,1,超值全家桶
HKLZM58163,2,九龙金玉珍珠奶茶
HKLZM58134,1,香辣鸡腿堡
HKLZM58134,2,芙蓉荟蔬汤
HKLZM58156,1,快乐儿童餐B
HKLZM58156,2,新春特餐
HKLZM58185,1,劲爆鸡米花(大/小)
HKLZM58185,2,海苔岩烧大鸡腿饭
HKLZM58185,3,快乐儿童餐B
HKLZM58185,4,新春特餐
HKLZM58188,1,热辣香骨鸡
HKLZM58188,2,超值全家桶
HKLZM58188,3,劲脆鸡腿堡
HKLZM58135,1,愤怒的汉堡套餐
HKLZM58135,2,小龙虾双人套餐
HKLZM58135,3,新春特餐
HKLZM58191,1,劲爆鸡米花(大/小)
HKLZM58191,2,劲脆鸡腿堡
HKLZM58191,3,新春特餐
HKLZM58182,1,劲爆鸡米花(大/小)
HKLZM58182,2,新春特餐
HKLZM58165,1,超值全家桶
HKLZM58202,1,珍宝糯米翅
HKLZM58202,2,小龙虾双人套餐
HKLZM58202,3,新春特餐
HKLZM58230,1,愤怒的汉堡套餐
HKLZM58230,2,小龙虾双人套餐
HKLZM58230,3,快乐儿童餐A
HKLZM58230,4,快乐儿童餐B
HKLZM58230,5,劲脆鸡腿堡
HKLZM58247,1,劲爆鸡米花(大/小)
HKLZM58247,2,翅桶(10翅1桶)
HKLZM58247,3,双层鸡排堡单人套餐
HKLZM58247,4,新春特餐
HKLZM58243,1,嫩牛五方
HKLZM58243,2,小食拼盘
HKLZM58194,1,嫩牛五方
HKLZM58194,2,快乐儿童餐A
HKLZM58194,3,快乐儿童餐B
HKLZM58194,4,香甜粟米棒
HKLZM58208,1,小龙虾双人套餐
HKLZM58208,2,桃之恋乌龙茶
HKLZM58208,3,新春特餐
HKLZM58242,1,嫩牛五方
HKLZM58242,2,快乐儿童餐B
HKLZM58242,3,快乐儿童餐A
HKLZM58242,4,小食拼盘
HKLZM58244,1,嫩牛五方
HKLZM58244,2,愤怒的汉堡套餐
HKLZM58231,1,小龙虾双人套餐
HKLZM58231,2,愤怒的汉堡套餐
HKLZM58231,3,九龙金玉珍珠奶茶
HKLZM58245,1,嫩牛五方
HKLZM58245,2,小龙虾双人套餐
HKLZM58245,3,愤怒的汉堡套餐
HKLZM58245,4,九龙金玉珍珠奶茶
HKLZM58245,5,小食拼盘套餐
HKLZM58241,1,嫩牛五方
HKLZM58241,2,香辣鸡腿堡
HKLZM58233,1,劲脆鸡腿堡
HKLZM58233,2,香辣鸡腿堡
HKLZM58196,1,嫩牛五方
HKLZM58196,2,新春特餐
HKLZM58195,1,嫩牛五方
HKLZM58195,2,香辣鸡腿堡
HKLZM58195,3,快乐儿童餐B
HKLZM58195,4,快乐儿童餐A
HKLZM58195,5,新春特餐
HKLZM58195,6,劲脆鸡腿堡
HKLZM58236,1,嫩牛五方
HKLZM58236,2,快乐儿童餐A
HKLZM58193,1,嫩牛五方
HKLZM58193,2,愤怒的汉堡套餐
HKLZM58193,3,小龙虾双人套餐
HKLZM58193,4,快乐儿童餐B
HKLZM58193,5,快乐儿童餐A
HKLZM58232,1,香辣鸡腿堡
HKLZM58232,2,新春特餐
HKLZM58228,1,双层鸡排堡单人套餐
HKLZM58228,2,新春特餐
HKLZM58229,1,愤怒的汉堡套餐
HKLZM58229,2,小龙虾双人套餐
HKLZM58218,1,小龙虾双人套餐
HKLZM58218,2,新春特餐
HKLZM58220,1,小龙虾双人套餐
HKLZM58220,2,新春特餐
HKLZM58220,3,新奥尔良烤鸡腿堡
HKLZM58220,4,葡式蛋挞
HKLZM58219,1,小龙虾双人套餐
HKLZM58219,2,九龙金玉珍珠奶茶
HKLZM58235,1,百事可乐
HKLZM58235,2,新春特餐
HKLZM58221,1,香辣鸡腿堡
HKLZM58221,2,快乐儿童餐A
HKLZM58221,3,新春特餐
HKLZM58197,1,香辣鸡腿堡
HKLZM58197,2,新春特餐
HKLZM58217,1,快乐儿童餐B
HKLZM58217,2,新春特餐
HKLZM58239,1,百事可乐
HKLZM58239,2,新春特餐
HKLZM58200,1,翅桶(10翅1桶)
HKLZM58200,2,双层鸡排堡单人套餐
HKLZM58200,3,新春特餐
HKLZM58199,1,翅桶(10翅1桶)
HKLZM58199,2,双层鸡排堡单人套餐
HKLZM58199,3,小食拼盘
HKLZM58199,4,圣代（草莓）
HKLZM58246,1,薯条
HKLZM58246,2,海苔岩烧大鸡腿饭
HKLZM58238,1,薯条
HKLZM58238,2,海苔岩烧大鸡腿饭
HKLZM58238,3,劲脆鸡腿堡
HKLZM58238,4,快乐儿童餐B
HKLZM58216,1,香辣鸡翅
HKLZM58234,1,薯条
HKLZM58234,2,小食拼盘套餐
HKLZM58214,1,快乐儿童餐A
HKLZM58214,2,快乐儿童餐B
HKLZM58214,3,香甜粟米棒
HKLZM58225,1,拿铁咖啡
HKLZM58225,2,九龙金玉珍珠奶茶
HKLZM58213,1,桃之恋乌龙茶
HKLZM58213,2,九龙金玉珍珠奶茶
HKLZM58213,3,土豆泥
HKLZM58222,1,葡式蛋挞
HKLZM58222,2,快乐儿童餐B
HKLZM58227,1,双层鸡排堡单人套餐
HKLZM58227,2,翅桶(10翅1桶)
HKLZM58227,3,葡式蛋挞
HKLZM58212,1,桃之恋乌龙茶
HKLZM58212,2,九龙金玉珍珠奶茶
HKLZM58240,1,百事可乐
HKLZM58224,1,小龙虾双人套餐
HKLZM58224,2,桃之恋乌龙茶
HKLZM58224,3,新春特餐
HKLZM58224,4,新奥尔良烤鸡腿堡
HKLZM58224,5,葡式蛋挞
HKLZM58223,1,桃之恋乌龙茶
HKLZM58223,2,小龙虾双人套餐
HKLZM58223,3,新春特餐
HKLZM58211,1,桃之恋乌龙茶
HKLZM58211,2,葡式蛋挞
HKLZM58211,3,快乐儿童餐B
HKLZM58207,1,榛果风味拿铁(热)
HKLZM58207,2,拿铁咖啡
HKLZM58207,3,圣代（草莓）
HKLZM58192,1,青金桔鲜果茶
HKLZM58192,2,新春特餐
HKLZM58192,3,恋桃乌龙茶
HKLZM58210,1,榛果风味拿铁(热)
HKLZM58210,2,九龙金玉珍珠奶茶
HKLZM58248,1,热辣香骨鸡
HKLZM58209,1,榛果风味拿铁(热)
HKLZM58209,2,劲脆鸡腿堡
HKLZM58205,1,珍宝糯米翅
HKLZM58205,2,葡式蛋挞
HKLZM58206,1,翅桶(10翅1桶)
HKLZM58206,2,双层鸡排堡单人套餐
HKLZM58206,3,九龙金玉珍珠奶茶
HKLZM58201,1,翅桶(10翅1桶)
HKLZM58201,2,双层鸡排堡单人套餐
HKLZM58201,3,九龙金玉珍珠奶茶
HKLZM58226,1,翅桶(10翅1桶)
HKLZM58226,2,双层鸡排堡单人套餐
HKLZM58226,3,新春特餐
HKLZM58226,4,劲脆鸡腿堡
HKLZM58203,1,翅桶(10翅1桶)
HKLZM58203,2,双层鸡排堡单人套餐
HKLZM58203,3,新春特餐
HKLZM58198,1,香辣鸡翅
HKLZM58198,2,圣代（草莓）
HKLZM58204,1,双层鸡排堡单人套餐
HKLZM58204,2,翅桶(10翅1桶)
HKLZM58204,3,海苔岩烧大鸡腿饭
HKLZM58215,1,香辣鸡翅
HKLZM58215,2,新奥尔良烤鸡腿堡
HKLZM58215,3,圣代（草莓）
HKLZM58237,1,圣代（巧克力）
HKLZM58237,2,新春特餐
HKLZM58252,1,海苔岩烧大鸡腿饭
HKLZM58252,2,快乐儿童餐B
HKLZM58255,1,恋桃乌龙茶
HKLZM58251,1,嫩牛五方
HKLZM58277,1,劲脆鸡腿堡
HKLZM58277,2,上校鸡块
HKLZM58278,1,嫩牛五方
HKLZM58278,2,小食拼盘
HKLZM58278,3,恋桃乌龙茶
HKLZM58279,1,嫩牛五方
HKLZM58279,2,小食拼盘
HKLZM58279,3,香甜粟米棒
HKLZM58253,1,小食拼盘
HKLZM58253,2,新奥尔良烤鸡腿堡
HKLZM58264,1,快乐儿童餐B
HKLZM58264,2,芙蓉荟蔬汤
HKLZM58264,3,快乐儿童餐A
HKLZM58268,1,小龙虾双人套餐
HKLZM58268,2,九龙金玉珍珠奶茶
HKLZM58250,1,嫩牛五方
HKLZM58267,1,小龙虾双人套餐
HKLZM58267,2,新春特餐
HKLZM58261,1,快乐儿童餐A
HKLZM58261,2,快乐儿童餐B
HKLZM58261,3,葡式蛋挞
HKLZM58261,4,新春特餐
HKLZM58274,1,薯条
HKLZM58274,2,新春特餐
HKLZM58269,1,香辣鸡翅
HKLZM58269,2,葡式蛋挞
HKLZM58275,1,百事可乐
HKLZM58275,2,劲脆鸡腿堡
HKLZM58275,3,恋桃乌龙茶
HKLZM58254,1,百事可乐
HKLZM58254,2,新奥尔良烤鸡腿堡
HKLZM58273,1,双层鸡排堡单人套餐
HKLZM58273,2,九龙金玉珍珠奶茶
HKLZM58256,1,拿铁咖啡
HKLZM58256,2,超值全家桶
HKLZM58256,3,新奥尔良烤鸡腿堡
HKLZM58265,1,香辣鸡翅
HKLZM58265,2,圣代（草莓）
HKLZM58285,1,青金桔鲜果茶
HKLZM58285,2,新春特餐
HKLZM58276,1,九龙金玉乌龙奶茶
HKLZM58276,2,快乐儿童餐A
HKLZM58276,3,芙蓉荟蔬汤
HKLZM58276,4,快乐儿童餐B
HKLZM58271,1,快乐儿童餐B
HKLZM58263,1,香辣鸡翅
HKLZM58282,1,热辣香骨鸡
HKLZM58282,2,快乐儿童餐B
HKLZM58282,3,海苔岩烧大鸡腿饭
HKLZM58282,4,芙蓉荟蔬汤
HKLZM58262,1,快乐儿童餐A
HKLZM58262,2,快乐儿童餐B
HKLZM58284,1,热辣香骨鸡
HKLZM58281,1,热辣香骨鸡
HKLZM58281,2,超值全家桶
HKLZM58283,1,热辣香骨鸡
HKLZM58283,2,快乐儿童餐B
HKLZM58283,3,海苔岩烧大鸡腿饭
HKLZM58283,4,九龙金玉珍珠奶茶
HKLZM58286,1,青金桔鲜果茶
HKLZM58286,2,吮指原味鸡
HKLZM58286,3,新奥尔良烤鸡腿堡
HKLZM58280,1,劲爆鸡米花(大/小)
HKLZM58280,2,圣代（草莓）
HKLZM58272,1,拿铁咖啡
HKLZM58272,2,新春特餐
HKLZM58266,1,快乐儿童餐B
HKLZM58266,2,恋桃乌龙茶
HKLZM58270,1,超值全家桶
HKLZM58270,2,九龙金玉珍珠奶茶
HKLZM58249,1,青金桔鲜果茶
HKLZM58249,2,快乐儿童餐B
HKLZM58249,3,海苔岩烧大鸡腿饭
HKLZM58249,4,葡式蛋挞
HKLZM58258,1,珍宝糯米翅
HKLZM58260,1,珍宝糯米翅
HKLZM58287,1,热辣香骨鸡
HKLZM58287,2,拿铁咖啡
HKLZM58287,3,超值全家桶
HKLZM58287,4,九龙金玉珍珠奶茶
HKLZM58259,1,超值全家桶
HKLZM58259,2,九龙金玉珍珠奶茶
HKLZM58257,1,翅桶(10翅1桶)
HKLZM58257,2,劲脆鸡腿堡
HKLZM58257,3,双层鸡排堡单人套餐
HKLZM58320,1,小龙虾双人套餐
HKLZM58320,2,愤怒的汉堡套餐
HKLZM58300,1,拿铁咖啡
HKLZM58300,2,九龙金玉珍珠奶茶
HKLZM58322,1,愤怒的汉堡套餐
HKLZM58322,2,九龙金玉珍珠奶茶
HKLZM58309,1,香辣鸡翅
HKLZM58326,1,愤怒的汉堡套餐
HKLZM58326,2,香辣鸡腿堡
HKLZM58325,1,愤怒的汉堡套餐
HKLZM58323,1,香辣鸡腿堡
HKLZM58315,1,拿铁咖啡
HKLZM58315,2,榛果风味拿铁(热)
HKLZM58315,3,九龙金玉珍珠奶茶
HKLZM58288,1,嫩牛五方
HKLZM58288,2,快乐儿童餐A
HKLZM58288,3,新春特餐
HKLZM58327,1,快乐儿童餐B
HKLZM58327,2,快乐儿童餐A
HKLZM58340,1,嫩牛五方
HKLZM58335,1,嫩牛五方
HKLZM58335,2,愤怒的汉堡套餐
HKLZM58333,1,嫩牛五方
HKLZM58333,2,快乐儿童餐A
HKLZM58333,3,快乐儿童餐B
HKLZM58333,4,小食拼盘
HKLZM58312,1,劲脆鸡腿堡
HKLZM58312,2,香辣鸡腿堡
HKLZM58313,1,香辣鸡腿堡
HKLZM58313,2,葡式蛋挞
HKLZM58313,3,新春特餐
HKLZM58338,1,薯条
HKLZM58338,2,快乐儿童餐B
HKLZM58338,3,海苔岩烧大鸡腿饭
HKLZM58338,4,恋桃乌龙茶
HKLZM58338,5,葡式蛋挞
HKLZM58334,1,嫩牛五方
HKLZM58334,2,香辣鸡腿堡
HKLZM58334,3,新春特餐
HKLZM58298,1,新春特餐
HKLZM58331,1,深海鳕鱼堡
HKLZM58332,1,深海鳕鱼堡
HKLZM58332,2,新春特餐
HKLZM58330,1,深海鳕鱼堡
HKLZM58321,1,愤怒的汉堡套餐
HKLZM58321,2,小龙虾双人套餐
HKLZM58321,3,香辣鸡腿堡
HKLZM58321,4,九龙金玉珍珠奶茶
HKLZM58308,1,快乐儿童餐A
HKLZM58308,2,快乐儿童餐B
HKLZM58308,3,新春特餐
HKLZM58308,4,葡式蛋挞
HKLZM58307,1,桃之恋乌龙茶
HKLZM58307,2,小龙虾双人套餐
HKLZM58307,3,新春特餐
HKLZM58314,1,愤怒的汉堡套餐
HKLZM58314,2,新春特餐
HKLZM58290,1,桃之恋乌龙茶
HKLZM58290,2,小龙虾双人套餐
HKLZM58290,3,新春特餐
HKLZM58290,4,圣代（草莓）
HKLZM58328,1,香辣鸡腿堡
HKLZM58328,2,土豆泥
HKLZM58289,1,吮指原味鸡
HKLZM58318,1,吮指原味鸡
HKLZM58318,2,拿铁咖啡
HKLZM58318,3,九龙金玉珍珠奶茶
HKLZM58291,1,桃之恋乌龙茶
HKLZM58291,2,小龙虾双人套餐
HKLZM58294,1,香辣鸡腿堡
HKLZM58294,2,劲脆鸡腿堡
HKLZM58329,1,百事可乐
HKLZM58329,2,恋桃乌龙茶
HKLZM58329,3,劲脆鸡腿堡
HKLZM58336,1,深海鳕鱼堡
HKLZM58336,2,新春特餐
HKLZM58337,1,深海鳕鱼堡
HKLZM58310,1,小龙虾双人套餐
HKLZM58310,2,新春特餐
HKLZM58316,1,桃之恋乌龙茶
HKLZM58316,2,小龙虾双人套餐
HKLZM58319,1,小龙虾双人套餐
HKLZM58319,2,桃之恋乌龙茶
HKLZM58292,1,小龙虾双人套餐
HKLZM58292,2,桃之恋乌龙茶
HKLZM58292,3,新春特餐
HKLZM58317,1,拿铁咖啡
HKLZM58317,2,吮指原味鸡
HKLZM58317,3,新春特餐
HKLZM58296,1,快乐儿童餐B
HKLZM58296,2,恋桃乌龙茶
HKLZM58296,3,劲脆鸡腿堡
HKLZM58324,1,香辣鸡腿堡
HKLZM58324,2,快乐儿童餐A
HKLZM58324,3,快乐儿童餐B
HKLZM58324,4,新春特餐
HKLZM58341,1,薯条
HKLZM58341,2,新春特餐
HKLZM58344,1,青金桔鲜果茶
HKLZM58344,2,拿铁咖啡
HKLZM58344,3,吮指原味鸡
HKLZM58344,4,芙蓉荟蔬汤
HKLZM58295,1,超值全家桶
HKLZM58295,2,九龙金玉珍珠奶茶
HKLZM58345,1,青金桔鲜果茶
HKLZM58345,2,新春特餐
HKLZM58306,1,桃之恋乌龙茶
HKLZM58342,1,上校鸡块
HKLZM58342,2,新春特餐
HKLZM58342,3,芙蓉荟蔬汤
HKLZM58311,1,快乐儿童餐B
HKLZM58299,1,薯条
HKLZM58299,2,小食拼盘套餐
HKLZM58304,1,榛果风味拿铁(热)
HKLZM58304,2,九龙金玉珍珠奶茶
HKLZM58293,1,超值全家桶
HKLZM58293,2,九龙金玉珍珠奶茶
HKLZM58305,1,拿铁咖啡
HKLZM58305,2,榛果风味拿铁(热)
HKLZM58343,1,劲爆鸡米花(大/小)
HKLZM58343,2,新春特餐
HKLZM58348,1,劲爆鸡米花(大/小)
HKLZM58348,2,海苔岩烧大鸡腿饭
HKLZM58348,3,快乐儿童餐B
HKLZM58348,4,新春特餐
HKLZM58302,1,小龙虾双人套餐
HKLZM58302,2,珍宝糯米翅
HKLZM58302,3,新春特餐
HKLZM58303,1,翅桶(10翅1桶)
HKLZM58303,2,双层鸡排堡单人套餐
HKLZM58303,3,新春特餐
HKLZM58303,4,葡式蛋挞
HKLZM58346,1,热辣香骨鸡
HKLZM58346,2,超值全家桶
HKLZM58346,3,拿铁咖啡
HKLZM58346,4,新春特餐
HKLZM58347,1,热辣香骨鸡
HKLZM58297,1,劲脆鸡腿堡
HKLZM58297,2,香辣鸡翅
HKLZM58339,1,热辣香骨鸡
HKLZM58339,2,海苔岩烧大鸡腿饭
HKLZM58339,3,快乐儿童餐B
HKLZM58339,4,新春特餐
HKLZM58339,5,劲脆鸡腿堡
HKLZM58339,6,新奥尔良烤鸡腿堡
HKLZM58349,1,圣代（巧克力）
HKLZM58349,2,翅桶(10翅1桶)
HKLZM58349,3,双层鸡排堡单人套餐
HKLZM58349,4,九龙金玉珍珠奶茶
HKLZM58301,1,拿铁咖啡
HKLZM58301,2,新奥尔良烤鸡腿堡
HKLZM58402,1,劲爆鸡米花(大/小)
HKLZM58402,2,圣代（草莓）
HKLZM58366,1,拿铁咖啡
HKLZM58366,2,九龙金玉珍珠奶茶
HKLZM58366,3,香甜粟米棒
HKLZM58365,1,吮指原味鸡
HKLZM58365,2,拿铁咖啡
HKLZM58365,3,新春特餐
HKLZM58365,4,葡式蛋挞
HKLZM58370,1,榛果风味拿铁(热)
HKLZM58370,2,拿铁咖啡
HKLZM58370,3,九龙金玉珍珠奶茶
HKLZM58363,1,九龙金玉珍珠奶茶
HKLZM58354,1,快乐儿童餐B
HKLZM58354,2,海苔岩烧大鸡腿饭
HKLZM58354,3,新春特餐
HKLZM58372,1,小龙虾双人套餐
HKLZM58372,2,桃之恋乌龙茶
HKLZM58372,3,新春特餐
HKLZM58352,1,嫩牛五方
HKLZM58352,2,新春特餐
HKLZM58353,1,嫩牛五方
HKLZM58353,2,愤怒的汉堡套餐
HKLZM58413,1,热辣香骨鸡
HKLZM58413,2,海苔岩烧大鸡腿饭
HKLZM58413,3,快乐儿童餐B
HKLZM58413,4,新春特餐
HKLZM58407,1,嫩牛五方
HKLZM58407,2,香辣鸡腿堡
HKLZM58408,1,嫩牛五方
HKLZM58408,2,香辣鸡腿堡
HKLZM58408,3,快乐儿童餐A
HKLZM58408,4,快乐儿童餐B
HKLZM58408,5,恋桃乌龙茶
HKLZM58404,1,嫩牛五方
HKLZM58404,2,快乐儿童餐A
HKLZM58404,3,快乐儿童餐B
HKLZM58404,4,恋桃乌龙茶
HKLZM58371,1,小龙虾双人套餐
HKLZM58371,2,桃之恋乌龙茶
HKLZM58371,3,快乐儿童餐B
HKLZM58371,4,快乐儿童餐A
