quality,fixed acidity,volatile acidity,citric acid,residual sugar,odor,chlorides,free sulfur dioxide,total sulfur dioxide,brew,alcohol,habitat
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
low,A,Medium,g,no,fruit,free,yes,Low,pink,strong,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,High,g,no,none,free,no,Low,black,mild,upper
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,High,w,no,none,free,no,Low,pink,mild,upper
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
low,A,High,p,no,violate,free,no,High,gray,strong,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,w,no,none,free,no,Low,black,mild,upper
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,g,no,none,free,no,Low,chocolate,mild,upper
low,A,Medium,g,no,fruit,free,yes,Low,gray,strong,canopy
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
low,D,High,w,yes,pungent,free,yes,High,white,strong,upper
high,D,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,g,no,none,free,no,Low,brown,mild,upper
high,A,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,g,no,none,free,no,Low,chocolate,mild,upper
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,D,High,g,no,none,free,no,Low,brown,mild,upper
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,D,High,w,no,none,free,no,Low,chocolate,mild,upper
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,b,no,none,free,no,Low,brown,mild,upper
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
low,A,High,p,no,violate,free,no,High,brown,strong,medium
high,D,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
low,D,High,b,yes,pungent,free,yes,High,pink,strong,top
high,A,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,High,w,no,none,free,no,Low,brown,mild,upper
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,b,no,none,free,no,Low,pink,mild,upper
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,D,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,white,mild,medium
high,D,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,w,no,none,free,no,Low,chocolate,mild,upper
high,D,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,D,High,g,no,none,free,no,Low,brown,mild,upper
high,D,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
low,D,Very High,w,yes,pungent,free,yes,High,white,strong,top
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,D,High,w,no,none,free,no,Low,black,mild,upper
high,A,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
low,D,High,w,yes,pungent,free,yes,High,white,strong,top
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,D,High,w,no,none,free,no,Low,black,mild,upper
high,A,High,g,no,none,free,no,Low,pink,mild,upper
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
low,A,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,b,no,none,free,no,Low,chocolate,mild,upper
low,A,High,w,yes,pungent,free,yes,High,brown,strong,upper
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
low,A,High,w,yes,pungent,free,yes,High,brown,strong,upper
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,D,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
low,A,High,p,no,violate,free,yes,High,gray,strong,medium
high,A,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,D,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,brown,mild,medium
low,A,Medium,g,no,fruit,free,yes,Low,chocolate,strong,upper
high,A,Very High,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,g,no,none,free,no,Low,black,mild,upper
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Medium,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
low,D,Very High,b,yes,pungent,free,yes,High,black,strong,top
high,A,High,g,no,none,free,no,Low,brown,mild,upper
high,A,Medium,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
low,A,High,p,no,violate,free,no,High,purple,strong,medium
high,A,Very High,b,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,r,yes,none,free,yes,Low,purple,mild,medium
high,A,High,w,no,none,free,no,Low,black,mild,upper
high,D,Medium,g,yes,none,free,yes,Low,pink,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,white,mild,medium
high,A,Medium,r,yes,none,free,yes,Low,pink,mild,medium
low,D,Very High,w,yes,pungent,free,yes,High,pink,strong,top
high,D,Medium,b,yes,none,free,yes,Low,purple,mild,medium
